,Time,Event,Part,Process,SubProcess,Resource
0,0,part_created,A0001_A83AL,Source,,
1,0,part_transferred_to_first_process,A0001_A83AL,Source,,
2,0,Process_entered,A0001_A83AL,2야드 중조공장,,
3,0,routing_ended,A0001_A83AL,2야드 중조공장,,
4,0,work_start,A0001_A83AL,2야드 중조공장,2야드 중조공장_0,
5,1,work_finish,A0001_A83AL,2야드 중조공장,2야드 중조공장_0,
6,1,part_transferred_to_out_buffer,A0001_A83AL,2야드 중조공장,2야드 중조공장_0,
7,1,part_transferred_to_next_process,A0001_A83AL,2야드 중조공장,,
8,1,Process_entered,A0001_A83AL,외부,,
9,1,routing_ended,A0001_A83AL,외부,,
10,1,work_start,A0001_A83AL,외부,외부_0,
11,2,work_finish,A0001_A83AL,외부,외부_0,
12,2,part_transferred_to_out_buffer,A0001_A83AL,외부,외부_0,
13,2,part_transferred_to_next_process,A0001_A83AL,외부,,
14,2,Process_entered,A0001_A83AL,외부,,
15,2,routing_ended,A0001_A83AL,외부,,
16,2,work_start,A0001_A83AL,외부,외부_1,
17,7,work_finish,A0001_A83AL,외부,외부_1,
18,7,part_transferred_to_out_buffer,A0001_A83AL,외부,외부_1,
19,7,part_transferred_to_next_process,A0001_A83AL,외부,,
20,7,Process_entered,A0001_A83AL,외부,,
21,7,routing_ended,A0001_A83AL,외부,,
22,7,work_start,A0001_A83AL,외부,외부_2,
23,9,part_created,A0001_A830A,Source,,
24,9,part_transferred_to_first_process,A0001_A830A,Source,,
25,9,Process_entered,A0001_A830A,외부,,
26,9,routing_ended,A0001_A830A,외부,,
27,9,work_start,A0001_A830A,외부,외부_3,
28,12,work_finish,A0001_A83AL,외부,외부_2,
29,12,part_transferred_to_out_buffer,A0001_A83AL,외부,외부_2,
30,12,part_transferred_to_next_process,A0001_A83AL,외부,,
31,12,Process_entered,A0001_A83AL,외부,,
32,12,routing_ended,A0001_A83AL,외부,,
33,12,work_start,A0001_A83AL,외부,외부_4,
34,13,part_created,A0001_A61AL,Source,,
35,13,part_transferred_to_first_process,A0001_A61AL,Source,,
36,13,Process_entered,A0001_A61AL,2야드 중조공장,,
37,13,routing_ended,A0001_A61AL,2야드 중조공장,,
38,13,work_start,A0001_A61AL,2야드 중조공장,2야드 중조공장_1,
39,14,work_finish,A0001_A61AL,2야드 중조공장,2야드 중조공장_1,
40,14,part_transferred_to_out_buffer,A0001_A61AL,2야드 중조공장,2야드 중조공장_1,
41,14,part_transferred_to_next_process,A0001_A61AL,2야드 중조공장,,
42,14,Process_entered,A0001_A61AL,외부,,
43,14,routing_ended,A0001_A61AL,외부,,
44,14,work_start,A0001_A61AL,외부,외부_5,
45,15,work_finish,A0001_A61AL,외부,외부_5,
46,15,part_transferred_to_out_buffer,A0001_A61AL,외부,외부_5,
47,15,part_transferred_to_next_process,A0001_A61AL,외부,,
48,15,Process_entered,A0001_A61AL,외부,,
49,15,routing_ended,A0001_A61AL,외부,,
50,15,work_start,A0001_A61AL,외부,외부_6,
51,20,work_finish,A0001_A61AL,외부,외부_6,
52,20,part_transferred_to_out_buffer,A0001_A61AL,외부,외부_6,
53,20,part_transferred_to_next_process,A0001_A61AL,외부,,
54,20,Process_entered,A0001_A61AL,외부,,
55,20,routing_ended,A0001_A61AL,외부,,
56,20,work_start,A0001_A61AL,외부,외부_7,
57,25,work_finish,A0001_A61AL,외부,외부_7,
58,25,part_transferred_to_out_buffer,A0001_A61AL,외부,외부_7,
59,25,part_transferred_to_next_process,A0001_A61AL,외부,,
60,25,Process_entered,A0001_A61AL,외부,,
61,25,routing_ended,A0001_A61AL,외부,,
62,25,work_start,A0001_A61AL,외부,외부_8,
63,26,part_created,A0001_A610A,Source,,
64,26,part_transferred_to_first_process,A0001_A610A,Source,,
65,26,Process_entered,A0001_A610A,외부,,
66,26,routing_ended,A0001_A610A,외부,,
67,26,work_start,A0001_A610A,외부,외부_9,
68,33,part_created,A0001_A11RL,Source,,
69,33,part_transferred_to_first_process,A0001_A11RL,Source,,
70,33,Process_entered,A0001_A11RL,외부,,
71,33,routing_ended,A0001_A11RL,외부,,
72,33,work_start,A0001_A11RL,외부,외부_10,
73,35,work_finish,A0001_A11RL,외부,외부_10,
74,35,part_transferred_to_out_buffer,A0001_A11RL,외부,외부_10,
75,35,part_transferred_to_next_process,A0001_A11RL,외부,,
76,35,Process_entered,A0001_A11RL,2야드 중조공장,,
77,35,routing_ended,A0001_A11RL,2야드 중조공장,,
78,35,work_start,A0001_A11RL,2야드 중조공장,2야드 중조공장_2,
79,36,work_finish,A0001_A11RL,2야드 중조공장,2야드 중조공장_2,
80,36,part_transferred_to_out_buffer,A0001_A11RL,2야드 중조공장,2야드 중조공장_2,
81,36,part_transferred_to_next_process,A0001_A11RL,2야드 중조공장,,
82,36,Process_entered,A0001_A11RL,외부,,
83,36,routing_ended,A0001_A11RL,외부,,
84,36,work_start,A0001_A11RL,외부,외부_11,
85,37,work_finish,A0001_A11RL,외부,외부_11,
86,37,part_transferred_to_out_buffer,A0001_A11RL,외부,외부_11,
87,37,part_transferred_to_next_process,A0001_A11RL,외부,,
88,37,Process_entered,A0001_A11RL,외부,,
89,37,routing_ended,A0001_A11RL,외부,,
90,37,work_start,A0001_A11RL,외부,외부_12,
91,45,work_finish,A0001_A11RL,외부,외부_12,
92,45,part_transferred_to_out_buffer,A0001_A11RL,외부,외부_12,
93,45,part_transferred_to_next_process,A0001_A11RL,외부,,
94,45,Process_entered,A0001_A11RL,외부,,
95,45,routing_ended,A0001_A11RL,외부,,
96,45,work_start,A0001_A11RL,외부,외부_13,
97,50,part_created,A0001_A11UL,Source,,
98,50,part_transferred_to_first_process,A0001_A11UL,Source,,
99,50,Process_entered,A0001_A11UL,2야드 중조공장,,
100,50,routing_ended,A0001_A11UL,2야드 중조공장,,
101,50,work_start,A0001_A11UL,2야드 중조공장,2야드 중조공장_3,
102,51,work_finish,A0001_A11UL,2야드 중조공장,2야드 중조공장_3,
103,51,part_transferred_to_out_buffer,A0001_A11UL,2야드 중조공장,2야드 중조공장_3,
104,51,part_transferred_to_next_process,A0001_A11UL,2야드 중조공장,,
105,51,Process_entered,A0001_A11UL,외부,,
106,51,routing_ended,A0001_A11UL,외부,,
107,51,work_start,A0001_A11UL,외부,외부_14,
108,52,work_finish,A0001_A11UL,외부,외부_14,
109,52,part_transferred_to_out_buffer,A0001_A11UL,외부,외부_14,
110,52,part_transferred_to_next_process,A0001_A11UL,외부,,
111,52,Process_entered,A0001_A11UL,외부,,
112,52,routing_ended,A0001_A11UL,외부,,
113,52,work_start,A0001_A11UL,외부,외부_15,
114,53,work_finish,A0001_A11RL,외부,외부_13,
115,53,part_transferred_to_out_buffer,A0001_A11RL,외부,외부_13,
116,53,part_transferred_to_next_process,A0001_A11RL,외부,,
117,53,Process_entered,A0001_A11RL,외부,,
118,53,routing_ended,A0001_A11RL,외부,,
119,53,work_start,A0001_A11RL,외부,외부_16,
120,57,work_finish,A0001_A11UL,외부,외부_15,
121,57,part_transferred_to_out_buffer,A0001_A11UL,외부,외부_15,
122,57,part_transferred_to_next_process,A0001_A11UL,외부,,
123,57,Process_entered,A0001_A11UL,외부,,
124,57,routing_ended,A0001_A11UL,외부,,
125,57,work_start,A0001_A11UL,외부,외부_17,
126,61,work_finish,A0001_A11RL,외부,외부_16,
127,61,part_transferred_to_out_buffer,A0001_A11RL,외부,외부_16,
128,61,part_transferred_to_next_process,A0001_A11RL,외부,,
129,61,Process_entered,A0001_A11RL,외부,,
130,61,routing_ended,A0001_A11RL,외부,,
131,61,work_start,A0001_A11RL,외부,외부_18,
132,62,work_finish,A0001_A11UL,외부,외부_17,
133,62,part_transferred_to_out_buffer,A0001_A11UL,외부,외부_17,
134,62,part_transferred_to_next_process,A0001_A11UL,외부,,
135,62,Process_entered,A0001_A11UL,외부,,
136,62,routing_ended,A0001_A11UL,외부,,
137,62,work_start,A0001_A11UL,외부,외부_19,
138,63,part_created,A0001_E17AL,Source,,
139,63,part_transferred_to_first_process,A0001_E17AL,Source,,
140,63,Process_entered,A0001_E17AL,선각공장,,
141,63,routing_ended,A0001_E17AL,선각공장,,
142,63,work_start,A0001_E17AL,선각공장,선각공장_0,
143,64,part_created,A0001_H91AL,Source,,
144,64,part_transferred_to_first_process,A0001_H91AL,Source,,
145,64,work_finish,A0001_E17AL,선각공장,선각공장_0,
146,64,part_transferred_to_out_buffer,A0001_E17AL,선각공장,선각공장_0,
147,64,Process_entered,A0001_H91AL,2야드 중조공장,,
148,64,routing_ended,A0001_H91AL,2야드 중조공장,,
149,64,part_transferred_to_next_process,A0001_E17AL,선각공장,,
150,64,work_start,A0001_H91AL,2야드 중조공장,2야드 중조공장_4,
151,64,Process_entered,A0001_E17AL,선각공장,,
152,64,routing_ended,A0001_E17AL,선각공장,,
153,64,work_start,A0001_E17AL,선각공장,선각공장_1,
154,65,work_finish,A0001_H91AL,2야드 중조공장,2야드 중조공장_4,
155,65,part_transferred_to_out_buffer,A0001_H91AL,2야드 중조공장,2야드 중조공장_4,
156,65,part_transferred_to_next_process,A0001_H91AL,2야드 중조공장,,
157,65,Process_entered,A0001_H91AL,외부,,
158,65,routing_ended,A0001_H91AL,외부,,
159,65,work_start,A0001_H91AL,외부,외부_20,
160,69,work_finish,A0001_A11RL,외부,외부_18,
161,69,part_transferred_to_out_buffer,A0001_A11RL,외부,외부_18,
162,69,work_finish,A0001_A11UL,외부,외부_19,
163,69,part_transferred_to_out_buffer,A0001_A11UL,외부,외부_19,
164,69,work_finish,A0001_E17AL,선각공장,선각공장_1,
165,69,part_transferred_to_out_buffer,A0001_E17AL,선각공장,선각공장_1,
166,69,part_transferred_to_Sink,A0001_A11RL,외부,,
167,69,completed,A0001_A11RL,Sink,,
168,69,part_transferred_to_next_process,A0001_E17AL,선각공장,,
169,69,part_transferred_to_Sink,A0001_A11UL,외부,,
170,69,completed,A0001_A11UL,Sink,,
171,69,Process_entered,A0001_E17AL,선각공장,,
172,69,routing_ended,A0001_E17AL,선각공장,,
173,69,work_start,A0001_E17AL,선각공장,선각공장_2,
174,70,part_created,A0001_E31VL,Source,,
175,70,part_transferred_to_first_process,A0001_E31VL,Source,,
176,70,work_finish,A0001_H91AL,외부,외부_20,
177,70,part_transferred_to_out_buffer,A0001_H91AL,외부,외부_20,
178,70,Process_entered,A0001_E31VL,2야드 중조공장,,
179,70,routing_ended,A0001_E31VL,2야드 중조공장,,
180,70,part_transferred_to_next_process,A0001_H91AL,외부,,
181,70,work_start,A0001_E31VL,2야드 중조공장,2야드 중조공장_5,
182,70,Process_entered,A0001_H91AL,외부,,
183,70,routing_ended,A0001_H91AL,외부,,
184,70,work_start,A0001_H91AL,외부,외부_21,
185,71,part_created,A0001_A41AL,Source,,
186,71,part_transferred_to_first_process,A0001_A41AL,Source,,
187,71,part_created,A0001_A41DL,Source,,
188,71,part_transferred_to_first_process,A0001_A41DL,Source,,
189,71,part_created,A0001_B51EL,Source,,
190,71,part_transferred_to_first_process,A0001_B51EL,Source,,
191,71,part_created,A0001_B51JL,Source,,
192,71,part_transferred_to_first_process,A0001_B51JL,Source,,
193,71,part_created,A0001_B51LL,Source,,
194,71,part_transferred_to_first_process,A0001_B51LL,Source,,
195,71,part_created,A0001_B51SL,Source,,
196,71,part_transferred_to_first_process,A0001_B51SL,Source,,
197,71,part_created,A0001_E170A,Source,,
198,71,part_transferred_to_first_process,A0001_E170A,Source,,
199,71,work_finish,A0001_E31VL,2야드 중조공장,2야드 중조공장_5,
200,71,part_transferred_to_out_buffer,A0001_E31VL,2야드 중조공장,2야드 중조공장_5,
201,71,Process_entered,A0001_A41AL,2야드 중조공장,,
202,71,routing_ended,A0001_A41AL,2야드 중조공장,,
203,71,Process_entered,A0001_B51LL,외부,,
204,71,routing_ended,A0001_B51LL,외부,,
205,71,Process_entered,A0001_E170A,대조립 1공장,,
206,71,routing_ended,A0001_E170A,대조립 1공장,,
207,71,part_transferred_to_next_process,A0001_E31VL,2야드 중조공장,,
208,71,Process_entered,A0001_A41DL,2야드 중조공장,,
209,71,routing_ended,A0001_A41DL,2야드 중조공장,,
210,71,work_start,A0001_A41AL,2야드 중조공장,2야드 중조공장_6,
211,71,Process_entered,A0001_B51EL,2야드 중조공장,,
212,71,routing_ended,A0001_B51EL,2야드 중조공장,,
213,71,work_start,A0001_B51LL,외부,외부_22,
214,71,work_start,A0001_E170A,대조립 1공장,대조립 1공장_0,
215,71,Process_entered,A0001_E31VL,외부,,
216,71,routing_ended,A0001_E31VL,외부,,
217,71,work_start,A0001_A41DL,2야드 중조공장,2야드 중조공장_7,
218,71,Process_entered,A0001_B51JL,2야드 중조공장,,
219,71,routing_ended,A0001_B51JL,2야드 중조공장,,
220,71,work_start,A0001_B51EL,2야드 중조공장,2야드 중조공장_8,
221,71,Process_entered,A0001_B51SL,2야드 중조공장,,
222,71,routing_ended,A0001_B51SL,2야드 중조공장,,
223,71,work_start,A0001_E31VL,외부,외부_23,
224,71,work_start,A0001_B51JL,2야드 중조공장,2야드 중조공장_9,
225,71,work_start,A0001_B51SL,2야드 중조공장,2야드 중조공장_10,
226,72,part_created,A0001_B51ML,Source,,
227,72,part_transferred_to_first_process,A0001_B51ML,Source,,
228,72,part_created,A0001_B51RL,Source,,
229,72,part_transferred_to_first_process,A0001_B51RL,Source,,
230,72,part_created,A0001_B51UL,Source,,
231,72,part_transferred_to_first_process,A0001_B51UL,Source,,
232,72,part_created,A0001_E81SL,Source,,
233,72,part_transferred_to_first_process,A0001_E81SL,Source,,
234,72,part_created,A0001_E81VL,Source,,
235,72,part_transferred_to_first_process,A0001_E81VL,Source,,
236,72,work_finish,A0001_A41AL,2야드 중조공장,2야드 중조공장_6,
237,72,part_transferred_to_out_buffer,A0001_A41AL,2야드 중조공장,2야드 중조공장_6,
238,72,work_finish,A0001_B51LL,외부,외부_22,
239,72,part_transferred_to_out_buffer,A0001_B51LL,외부,외부_22,
240,72,work_finish,A0001_E170A,대조립 1공장,대조립 1공장_0,
241,72,part_transferred_to_out_buffer,A0001_E170A,대조립 1공장,대조립 1공장_0,
242,72,work_finish,A0001_A41DL,2야드 중조공장,2야드 중조공장_7,
243,72,part_transferred_to_out_buffer,A0001_A41DL,2야드 중조공장,2야드 중조공장_7,
244,72,work_finish,A0001_B51EL,2야드 중조공장,2야드 중조공장_8,
245,72,part_transferred_to_out_buffer,A0001_B51EL,2야드 중조공장,2야드 중조공장_8,
246,72,work_finish,A0001_E31VL,외부,외부_23,
247,72,part_transferred_to_out_buffer,A0001_E31VL,외부,외부_23,
248,72,work_finish,A0001_B51JL,2야드 중조공장,2야드 중조공장_9,
249,72,part_transferred_to_out_buffer,A0001_B51JL,2야드 중조공장,2야드 중조공장_9,
250,72,work_finish,A0001_B51SL,2야드 중조공장,2야드 중조공장_10,
251,72,part_transferred_to_out_buffer,A0001_B51SL,2야드 중조공장,2야드 중조공장_10,
252,72,Process_entered,A0001_B51ML,2야드 중조공장,,
253,72,routing_ended,A0001_B51ML,2야드 중조공장,,
254,72,part_transferred_to_next_process,A0001_A41AL,2야드 중조공장,,
255,72,part_transferred_to_next_process,A0001_B51LL,외부,,
256,72,part_transferred_to_next_process,A0001_E170A,대조립 1공장,,
257,72,Process_entered,A0001_B51RL,2야드 중조공장,,
258,72,routing_ended,A0001_B51RL,2야드 중조공장,,
259,72,part_transferred_to_next_process,A0001_A41DL,2야드 중조공장,,
260,72,part_transferred_to_next_process,A0001_E31VL,외부,,
261,72,work_start,A0001_B51ML,2야드 중조공장,2야드 중조공장_11,
262,72,Process_entered,A0001_B51UL,2야드 중조공장,,
263,72,routing_ended,A0001_B51UL,2야드 중조공장,,
264,72,Process_entered,A0001_A41AL,외부,,
265,72,routing_ended,A0001_A41AL,외부,,
266,72,part_transferred_to_next_process,A0001_B51EL,2야드 중조공장,,
267,72,Process_entered,A0001_E170A,대조립 1공장,,
268,72,routing_ended,A0001_E170A,대조립 1공장,,
269,72,work_start,A0001_B51RL,2야드 중조공장,2야드 중조공장_12,
270,72,Process_entered,A0001_E81SL,2야드 중조공장,,
271,72,routing_ended,A0001_E81SL,2야드 중조공장,,
272,72,Process_entered,A0001_B51LL,외부,,
273,72,routing_ended,A0001_B51LL,외부,,
274,72,part_transferred_to_next_process,A0001_B51JL,2야드 중조공장,,
275,72,work_start,A0001_B51UL,2야드 중조공장,2야드 중조공장_13,
276,72,Process_entered,A0001_E81VL,2야드 중조공장,,
277,72,routing_ended,A0001_E81VL,2야드 중조공장,,
278,72,work_start,A0001_A41AL,외부,외부_24,
279,72,Process_entered,A0001_A41DL,외부,,
280,72,routing_ended,A0001_A41DL,외부,,
281,72,part_transferred_to_next_process,A0001_B51SL,2야드 중조공장,,
282,72,work_start,A0001_E170A,대조립 1공장,대조립 1공장_1,
283,72,work_start,A0001_E81SL,2야드 중조공장,2야드 중조공장_14,
284,72,Process_entered,A0001_E31VL,2야드 중조공장,,
285,72,routing_ended,A0001_E31VL,2야드 중조공장,,
286,72,work_start,A0001_B51LL,외부,외부_25,
287,72,Process_entered,A0001_B51EL,외부,,
288,72,routing_ended,A0001_B51EL,외부,,
289,72,work_start,A0001_E81VL,2야드 중조공장,2야드 중조공장_15,
290,72,work_start,A0001_A41DL,외부,외부_26,
291,72,Process_entered,A0001_B51JL,외부,,
292,72,routing_ended,A0001_B51JL,외부,,
293,72,work_start,A0001_E31VL,2야드 중조공장,2야드 중조공장_16,
294,72,work_start,A0001_B51EL,외부,외부_27,
295,72,Process_entered,A0001_B51SL,외부,,
296,72,routing_ended,A0001_B51SL,외부,,
297,72,work_start,A0001_B51JL,외부,외부_28,
298,72,work_start,A0001_B51SL,외부,외부_29,
299,73,work_finish,A0001_B51ML,2야드 중조공장,2야드 중조공장_11,
300,73,part_transferred_to_out_buffer,A0001_B51ML,2야드 중조공장,2야드 중조공장_11,
301,73,work_finish,A0001_B51RL,2야드 중조공장,2야드 중조공장_12,
302,73,part_transferred_to_out_buffer,A0001_B51RL,2야드 중조공장,2야드 중조공장_12,
303,73,work_finish,A0001_B51UL,2야드 중조공장,2야드 중조공장_13,
304,73,part_transferred_to_out_buffer,A0001_B51UL,2야드 중조공장,2야드 중조공장_13,
305,73,work_finish,A0001_A41AL,외부,외부_24,
306,73,part_transferred_to_out_buffer,A0001_A41AL,외부,외부_24,
307,73,work_finish,A0001_E81SL,2야드 중조공장,2야드 중조공장_14,
308,73,part_transferred_to_out_buffer,A0001_E81SL,2야드 중조공장,2야드 중조공장_14,
309,73,work_finish,A0001_E81VL,2야드 중조공장,2야드 중조공장_15,
310,73,part_transferred_to_out_buffer,A0001_E81VL,2야드 중조공장,2야드 중조공장_15,
311,73,work_finish,A0001_A41DL,외부,외부_26,
312,73,part_transferred_to_out_buffer,A0001_A41DL,외부,외부_26,
313,73,work_finish,A0001_B51EL,외부,외부_27,
314,73,part_transferred_to_out_buffer,A0001_B51EL,외부,외부_27,
315,73,work_finish,A0001_B51JL,외부,외부_28,
316,73,part_transferred_to_out_buffer,A0001_B51JL,외부,외부_28,
317,73,work_finish,A0001_B51SL,외부,외부_29,
318,73,part_transferred_to_out_buffer,A0001_B51SL,외부,외부_29,
319,73,part_transferred_to_next_process,A0001_B51ML,2야드 중조공장,,
320,73,part_transferred_to_next_process,A0001_A41AL,외부,,
321,73,part_transferred_to_next_process,A0001_B51RL,2야드 중조공장,,
322,73,part_transferred_to_next_process,A0001_A41DL,외부,,
323,73,Process_entered,A0001_B51ML,외부,,
324,73,routing_ended,A0001_B51ML,외부,,
325,73,part_transferred_to_next_process,A0001_B51UL,2야드 중조공장,,
326,73,part_transferred_to_next_process,A0001_B51EL,외부,,
327,73,Process_entered,A0001_A41AL,외부,,
328,73,routing_ended,A0001_A41AL,외부,,
329,73,part_transferred_to_next_process,A0001_E81SL,2야드 중조공장,,
330,73,part_transferred_to_next_process,A0001_B51JL,외부,,
331,73,work_start,A0001_B51ML,외부,외부_30,
332,73,Process_entered,A0001_B51RL,외부,,
333,73,routing_ended,A0001_B51RL,외부,,
334,73,part_transferred_to_next_process,A0001_E81VL,2야드 중조공장,,
335,73,part_transferred_to_next_process,A0001_B51SL,외부,,
336,73,work_start,A0001_A41AL,외부,외부_31,
337,73,Process_entered,A0001_A41DL,외부,,
338,73,routing_ended,A0001_A41DL,외부,,
339,73,work_start,A0001_B51RL,외부,외부_32,
340,73,Process_entered,A0001_B51UL,외부,,
341,73,routing_ended,A0001_B51UL,외부,,
342,73,work_start,A0001_A41DL,외부,외부_33,
343,73,Process_entered,A0001_B51EL,외부,,
344,73,routing_ended,A0001_B51EL,외부,,
345,73,work_start,A0001_B51UL,외부,외부_34,
346,73,Process_entered,A0001_E81SL,외부,,
347,73,routing_ended,A0001_E81SL,외부,,
348,73,work_start,A0001_B51EL,외부,외부_35,
349,73,Process_entered,A0001_B51JL,외부,,
350,73,routing_ended,A0001_B51JL,외부,,
351,73,work_start,A0001_E81SL,외부,외부_36,
352,73,Process_entered,A0001_E81VL,외부,,
353,73,routing_ended,A0001_E81VL,외부,,
354,73,work_start,A0001_B51JL,외부,외부_37,
355,73,Process_entered,A0001_B51SL,외부,,
356,73,routing_ended,A0001_B51SL,외부,,
357,73,work_start,A0001_E81VL,외부,외부_38,
358,73,work_start,A0001_B51SL,외부,외부_39,
359,74,work_finish,A0001_E17AL,선각공장,선각공장_2,
360,74,part_transferred_to_out_buffer,A0001_E17AL,선각공장,선각공장_2,
361,74,work_finish,A0001_B51ML,외부,외부_30,
362,74,part_transferred_to_out_buffer,A0001_B51ML,외부,외부_30,
363,74,work_finish,A0001_B51RL,외부,외부_32,
364,74,part_transferred_to_out_buffer,A0001_B51RL,외부,외부_32,
365,74,work_finish,A0001_B51UL,외부,외부_34,
366,74,part_transferred_to_out_buffer,A0001_B51UL,외부,외부_34,
367,74,work_finish,A0001_E81SL,외부,외부_36,
368,74,part_transferred_to_out_buffer,A0001_E81SL,외부,외부_36,
369,74,work_finish,A0001_E81VL,외부,외부_38,
370,74,part_transferred_to_out_buffer,A0001_E81VL,외부,외부_38,
371,74,part_transferred_to_next_process,A0001_E17AL,선각공장,,
372,74,part_transferred_to_next_process,A0001_B51ML,외부,,
373,74,part_transferred_to_next_process,A0001_B51RL,외부,,
374,74,Process_entered,A0001_E17AL,선각공장,,
375,74,routing_ended,A0001_E17AL,선각공장,,
376,74,Process_entered,A0001_B51ML,외부,,
377,74,routing_ended,A0001_B51ML,외부,,
378,74,part_transferred_to_next_process,A0001_B51UL,외부,,
379,74,Process_entered,A0001_B51RL,외부,,
380,74,routing_ended,A0001_B51RL,외부,,
381,74,part_transferred_to_next_process,A0001_E81SL,외부,,
382,74,work_start,A0001_E17AL,선각공장,선각공장_3,
383,74,work_start,A0001_B51ML,외부,외부_40,
384,74,Process_entered,A0001_B51UL,외부,,
385,74,routing_ended,A0001_B51UL,외부,,
386,74,part_transferred_to_next_process,A0001_E81VL,외부,,
387,74,work_start,A0001_B51RL,외부,외부_41,
388,74,Process_entered,A0001_E81SL,외부,,
389,74,routing_ended,A0001_E81SL,외부,,
390,74,work_start,A0001_B51UL,외부,외부_42,
391,74,Process_entered,A0001_E81VL,2야드 중조공장,,
392,74,routing_ended,A0001_E81VL,2야드 중조공장,,
393,74,work_start,A0001_E81SL,외부,외부_43,
394,74,work_start,A0001_E81VL,2야드 중조공장,2야드 중조공장_17,
395,75,work_finish,A0001_H91AL,외부,외부_21,
396,75,part_transferred_to_out_buffer,A0001_H91AL,외부,외부_21,
397,75,part_transferred_to_next_process,A0001_H91AL,외부,,
398,75,Process_entered,A0001_H91AL,외부,,
399,75,routing_ended,A0001_H91AL,외부,,
400,75,work_start,A0001_H91AL,외부,외부_44,
401,76,part_created,A0001_323T0,Source,,
402,76,part_transferred_to_first_process,A0001_323T0,Source,,
403,76,part_created,A0001_323X0,Source,,
404,76,part_transferred_to_first_process,A0001_323X0,Source,,
405,76,part_created,A0001_E31CL,Source,,
406,76,part_transferred_to_first_process,A0001_E31CL,Source,,
407,76,part_created,A0001_E31GL,Source,,
408,76,part_transferred_to_first_process,A0001_E31GL,Source,,
409,76,part_created,A0001_E31UL,Source,,
410,76,part_transferred_to_first_process,A0001_E31UL,Source,,
411,76,work_finish,A0001_E81SL,외부,외부_43,
412,76,part_transferred_to_out_buffer,A0001_E81SL,외부,외부_43,
413,76,work_finish,A0001_E81VL,2야드 중조공장,2야드 중조공장_17,
414,76,part_transferred_to_out_buffer,A0001_E81VL,2야드 중조공장,2야드 중조공장_17,
415,76,Process_entered,A0001_323T0,외부,,
416,76,routing_ended,A0001_323T0,외부,,
417,76,Process_entered,A0001_E31CL,선각공장,,
418,76,routing_ended,A0001_E31CL,선각공장,,
419,76,part_transferred_to_next_process,A0001_E81SL,외부,,
420,76,part_transferred_to_next_process,A0001_E81VL,2야드 중조공장,,
421,76,Process_entered,A0001_323X0,외부,,
422,76,routing_ended,A0001_323X0,외부,,
423,76,Process_entered,A0001_E31GL,선각공장,,
424,76,routing_ended,A0001_E31GL,선각공장,,
425,76,work_start,A0001_323T0,외부,외부_45,
426,76,Process_entered,A0001_E81SL,외부,,
427,76,routing_ended,A0001_E81SL,외부,,
428,76,work_start,A0001_E31CL,선각공장,선각공장_4,
429,76,Process_entered,A0001_E31UL,선각공장,,
430,76,routing_ended,A0001_E31UL,선각공장,,
431,76,work_start,A0001_323X0,외부,외부_46,
432,76,Process_entered,A0001_E81VL,외부,,
433,76,routing_ended,A0001_E81VL,외부,,
434,76,work_start,A0001_E31GL,선각공장,선각공장_5,
435,76,work_start,A0001_E81SL,외부,외부_47,
436,76,work_start,A0001_E31UL,선각공장,선각공장_6,
437,76,work_start,A0001_E81VL,외부,외부_48,
438,77,work_finish,A0001_B51LL,외부,외부_25,
439,77,part_transferred_to_out_buffer,A0001_B51LL,외부,외부_25,
440,77,work_finish,A0001_E31VL,2야드 중조공장,2야드 중조공장_16,
441,77,part_transferred_to_out_buffer,A0001_E31VL,2야드 중조공장,2야드 중조공장_16,
442,77,work_finish,A0001_B51ML,외부,외부_40,
443,77,part_transferred_to_out_buffer,A0001_B51ML,외부,외부_40,
444,77,work_finish,A0001_B51RL,외부,외부_41,
445,77,part_transferred_to_out_buffer,A0001_B51RL,외부,외부_41,
446,77,work_finish,A0001_B51UL,외부,외부_42,
447,77,part_transferred_to_out_buffer,A0001_B51UL,외부,외부_42,
448,77,part_created,A0001_323R0,Source,,
449,77,part_transferred_to_first_process,A0001_323R0,Source,,
450,77,part_created,A0001_323W0,Source,,
451,77,part_transferred_to_first_process,A0001_323W0,Source,,
452,77,work_finish,A0001_E31CL,선각공장,선각공장_4,
453,77,part_transferred_to_out_buffer,A0001_E31CL,선각공장,선각공장_4,
454,77,work_finish,A0001_E31GL,선각공장,선각공장_5,
455,77,part_transferred_to_out_buffer,A0001_E31GL,선각공장,선각공장_5,
456,77,work_finish,A0001_E31UL,선각공장,선각공장_6,
457,77,part_transferred_to_out_buffer,A0001_E31UL,선각공장,선각공장_6,
458,77,part_transferred_to_next_process,A0001_B51LL,외부,,
459,77,part_transferred_to_next_process,A0001_E31VL,2야드 중조공장,,
460,77,Process_entered,A0001_323R0,외부,,
461,77,routing_ended,A0001_323R0,외부,,
462,77,part_transferred_to_next_process,A0001_E31CL,선각공장,,
463,77,part_transferred_to_next_process,A0001_B51ML,외부,,
464,77,Process_entered,A0001_323W0,외부,,
465,77,routing_ended,A0001_323W0,외부,,
466,77,part_transferred_to_next_process,A0001_E31GL,선각공장,,
467,77,part_transferred_to_next_process,A0001_B51RL,외부,,
468,77,work_start,A0001_323R0,외부,외부_49,
469,77,Process_entered,A0001_B51LL,외부,,
470,77,routing_ended,A0001_B51LL,외부,,
471,77,Process_entered,A0001_E31CL,선각공장,,
472,77,routing_ended,A0001_E31CL,선각공장,,
