,Time,Event,Part,Process,SubProcess,Resource
14609,155,part_transferred_to_Sink,A0001_N71UL,2야드 중조공장,,
14610,155,completed,A0001_N71UL,Sink,,
14611,155,part_transferred_to_Sink,A0001_F222P,포항공장부,,
14612,155,assemble to A0001_F22P0,A0001_F222P,Assemble,,
14613,155,Process_entered,A0001_B19PL,2야드 중조공장,,
14614,155,routing_ended,A0001_B19PL,2야드 중조공장,,
14615,155,Process_entered,A0001_B14P0,발판지원부,,
14616,155,routing_ended,A0001_B14P0,발판지원부,,
14617,155,Process_entered,A0001_F220P,포항공장부,,
14618,155,routing_ended,A0001_F220P,포항공장부,,
14619,155,part_transferred_to_next_process,A0001_B17TL,선각공장,,
14620,155,part_transferred_to_Sink,A0001_325Q0,외부,,
14621,155,completed,A0001_325Q0,Sink,,
14622,155,part_transferred_to_next_process,A0001_N72UL,2야드 중조공장,,
14623,155,part_transferred_to_Sink,A0001_F222S,포항공장부,,
14624,155,assemble to A0001_F22S0,A0001_F222S,Assemble,,
14625,155,Process_entered,A0001_B20PL,2야드 중조공장,,
14626,155,routing_ended,A0001_B20PL,2야드 중조공장,,
14627,155,Process_entered,A0001_B14S0,발판지원부,,
14628,155,routing_ended,A0001_B14S0,발판지원부,,
14629,155,Process_entered,A0001_F220S,포항공장부,,
14630,155,routing_ended,A0001_F220S,포항공장부,,
14631,155,part_transferred_to_next_process,A0001_E51UL,외부,,
14632,155,Process_entered,A0001_B11P1,판넬조립5부쉘터,,
14633,155,routing_ended,A0001_B11P1,판넬조립5부쉘터,,
14634,155,part_transferred_to_next_process,A0001_B16QL,2야드 중조공장,,
14635,155,work_start,A0001_B19PL,2야드 중조공장,2야드 중조공장_21,
14636,155,Process_entered,A0001_B21UL,2야드 중조공장,,
14637,155,routing_ended,A0001_B21UL,2야드 중조공장,,
14638,155,work_start,A0001_B14P0,발판지원부,발판지원부_1,
14639,155,work_start,A0001_F220P,포항공장부,포항공장부_1,
14640,155,Process_entered,A0001_F226P,포항공장부,,
14641,155,routing_ended,A0001_F226P,포항공장부,,
14642,155,Process_entered,A0001_B17TL,선각공장,,
14643,155,routing_ended,A0001_B17TL,선각공장,,
14644,155,part_transferred_to_Sink,A0001_B18ZL,외부,,
14645,155,completed,A0001_B18ZL,Sink,,
14646,155,Process_entered,A0001_N72UL,외부,,
14647,155,routing_ended,A0001_N72UL,외부,,
14648,155,part_transferred_to_next_process,A0001_B16BL,2야드 중조공장,,
14649,155,work_start,A0001_B20PL,2야드 중조공장,2야드 중조공장_22,
14650,155,work_start,A0001_B14S0,발판지원부,발판지원부_2,
14651,155,work_start,A0001_F220S,포항공장부,포항공장부_2,
14652,155,Process_entered,A0001_F226S,포항공장부,,
14653,155,routing_ended,A0001_F226S,포항공장부,,
14654,155,Process_entered,A0001_E51UL,선각공장,,
14655,155,routing_ended,A0001_E51UL,선각공장,,
14656,155,part_transferred_to_next_process,A0001_T31LL,외부,,
14657,155,work_start,A0001_B11P1,판넬조립5부쉘터,판넬조립5부쉘터_0,
14658,155,Process_entered,A0001_B16QL,외부,,
14659,155,routing_ended,A0001_B16QL,외부,,
14660,155,part_transferred_to_next_process,A0001_B18PL,2야드 중조공장,,
14661,155,work_start,A0001_B21UL,2야드 중조공장,2야드 중조공장_23,
14662,155,work_start,A0001_F226P,포항공장부,포항공장부_3,
14663,155,work_start,A0001_B17TL,선각공장,선각공장_0,
14664,155,Process_entered,A0001_B16BL,선각공장,,
14665,155,routing_ended,A0001_B16BL,선각공장,,
14666,155,part_transferred_to_Sink,A0001_S13LL,외부,,
14667,155,completed,A0001_S13LL,Sink,,
14668,155,work_start,A0001_N72UL,외부,외부_1132,
14669,155,part_transferred_to_next_process,A0001_B19UL,2야드 중조공장,,
14670,155,work_start,A0001_F226S,포항공장부,포항공장부_4,
14671,155,work_start,A0001_E51UL,선각공장,선각공장_1,
14672,155,Process_entered,A0001_T31LL,2야드 중조공장,,
14673,155,routing_ended,A0001_T31LL,2야드 중조공장,,
14674,155,part_transferred_to_next_process,A0001_N197P,외부,,
14675,155,work_start,A0001_B16QL,외부,외부_1133,
14676,155,Process_entered,A0001_B18PL,외부,,
14677,155,routing_ended,A0001_B18PL,외부,,
14678,155,part_transferred_to_next_process,A0001_S13ML,2야드 중조공장,,
14679,155,work_start,A0001_B16BL,선각공장,선각공장_2,
14680,155,Process_entered,A0001_B19UL,2야드 중조공장,,
14681,155,routing_ended,A0001_B19UL,2야드 중조공장,,
14682,155,part_transferred_to_next_process,A0001_N197S,외부,,
14683,155,Process_entered,A0001_N197P,외부,,
14684,155,routing_ended,A0001_N197P,외부,,
14685,155,part_transferred_to_next_process,A0001_T31ML,2야드 중조공장,,
14686,155,work_start,A0001_T31LL,2야드 중조공장,2야드 중조공장_24,
14687,155,Process_entered,A0001_S13ML,2야드 중조공장,,
14688,155,routing_ended,A0001_S13ML,2야드 중조공장,,
14689,155,part_transferred_to_next_process,A0001_N793P,외부,,
14690,155,work_start,A0001_B18PL,외부,외부_1134,
14691,155,Process_entered,A0001_N197S,외부,,
14692,155,routing_ended,A0001_N197S,외부,,
14693,155,Process_entered,A0001_T31ML,2야드 중조공장,,
14694,155,routing_ended,A0001_T31ML,2야드 중조공장,,
14695,155,part_transferred_to_next_process,A0001_N793S,외부,,
14696,155,work_start,A0001_N197P,외부,외부_1135,
14697,155,Process_entered,A0001_N793P,외부,,
14698,155,routing_ended,A0001_N793P,외부,,
14699,155,work_start,A0001_S13ML,2야드 중조공장,2야드 중조공장_26,
14700,155,part_transferred_to_next_process,A0001_B21SL,외부,,
14701,155,work_start,A0001_N197S,외부,외부_1136,
14702,155,Process_entered,A0001_N793S,외부,,
14703,155,routing_ended,A0001_N793S,외부,,
14704,155,work_start,A0001_T31ML,2야드 중조공장,2야드 중조공장_27,
14705,155,part_transferred_to_next_process,A0001_S13SL,외부,,
14706,155,work_start,A0001_N793P,외부,외부_1137,
14707,155,Process_entered,A0001_B21SL,외부,,
14708,155,routing_ended,A0001_B21SL,외부,,
14709,155,work_start,A0001_N793S,외부,외부_1138,
14710,155,Process_entered,A0001_S13SL,외부,,
14711,155,routing_ended,A0001_S13SL,외부,,
14712,155,work_start,A0001_B21SL,외부,외부_1139,
14713,155,work_start,A0001_S13SL,외부,외부_1140,
14714,156,work_finish,A0001_E51S0,2야드 대조립공장,2야드 대조립공장_5,
14715,156,part_transferred_to_out_buffer,A0001_E51S0,2야드 대조립공장,2야드 대조립공장_5,
14716,156,work_finish,A0001_E53UL,2야드 중조공장,2야드 중조공장_25,
14717,156,part_transferred_to_out_buffer,A0001_E53UL,2야드 중조공장,2야드 중조공장_25,
14718,156,work_finish,A0001_325Z0,1도크쉘터,1도크쉘터_0,
14719,156,part_transferred_to_out_buffer,A0001_325Z0,1도크쉘터,1도크쉘터_0,
14720,156,work_finish,A0001_B61UL,외부,외부_1061,
14721,156,part_transferred_to_out_buffer,A0001_B61UL,외부,외부_1061,
14722,156,work_finish,A0001_B60RL,외부,외부_1067,
14723,156,part_transferred_to_out_buffer,A0001_B60RL,외부,외부_1067,
14724,156,work_finish,A0001_F23RL,외부,외부_1074,
14725,156,part_transferred_to_out_buffer,A0001_F23RL,외부,외부_1074,
14726,156,work_finish,A0001_S11UL,2야드 중조공장,2야드 중조공장_5,
14727,156,part_transferred_to_out_buffer,A0001_S11UL,2야드 중조공장,2야드 중조공장_5,
14728,156,work_finish,A0001_F112P,외부,외부_1077,
14729,156,part_transferred_to_out_buffer,A0001_F112P,외부,외부_1077,
14730,156,work_finish,A0001_F112S,외부,외부_1078,
14731,156,part_transferred_to_out_buffer,A0001_F112S,외부,외부_1078,
14732,156,work_finish,A0001_F22SL,외부,외부_1080,
14733,156,part_transferred_to_out_buffer,A0001_F22SL,외부,외부_1080,
14734,156,work_finish,A0001_F23VL,외부,외부_1096,
14735,156,part_transferred_to_out_buffer,A0001_F23VL,외부,외부_1096,
14736,156,work_finish,A0001_B16PL,2야드 중조공장,2야드 중조공장_7,
14737,156,part_transferred_to_out_buffer,A0001_B16PL,2야드 중조공장,2야드 중조공장_7,
14738,156,work_finish,A0001_N723P,2야드 판넬공장,2야드 판넬공장_11,
14739,156,part_transferred_to_out_buffer,A0001_N723P,2야드 판넬공장,2야드 판넬공장_11,
14740,156,work_finish,A0001_N723S,2야드 판넬공장,2야드 판넬공장_12,
14741,156,part_transferred_to_out_buffer,A0001_N723S,2야드 판넬공장,2야드 판넬공장_12,
14742,156,work_finish,A0001_S11RL,2야드 대조립공장,2야드 대조립공장_11,
14743,156,part_transferred_to_out_buffer,A0001_S11RL,2야드 대조립공장,2야드 대조립공장_11,
14744,156,work_finish,A0001_B16TL,선각공장,선각공장_29,
14745,156,part_transferred_to_out_buffer,A0001_B16TL,선각공장,선각공장_29,
14746,156,work_finish,A0001_B18GL,2야드 중조공장,2야드 중조공장_19,
14747,156,part_transferred_to_out_buffer,A0001_B18GL,2야드 중조공장,2야드 중조공장_19,
14748,156,part_created,A0001_B17QL,Source,,
14749,156,part_transferred_to_first_process,A0001_B17QL,Source,,
14750,156,part_created,A0001_B18TL,Source,,
14751,156,part_transferred_to_first_process,A0001_B18TL,Source,,
14752,156,part_created,A0001_B20GL,Source,,
14753,156,part_transferred_to_first_process,A0001_B20GL,Source,,
14754,156,part_created,A0001_B20UL,Source,,
14755,156,part_transferred_to_first_process,A0001_B20UL,Source,,
14756,156,part_created,A0001_F110P,Source,,
14757,156,part_transferred_to_first_process,A0001_F110P,Source,,
14758,156,part_created,A0001_F110S,Source,,
14759,156,part_transferred_to_first_process,A0001_F110S,Source,,
14760,156,part_created,A0001_F116P,Source,,
14761,156,part_transferred_to_first_process,A0001_F116P,Source,,
14762,156,part_created,A0001_F116S,Source,,
14763,156,part_transferred_to_first_process,A0001_F116S,Source,,
14764,156,part_created,A0001_F118P,Source,,
14765,156,part_transferred_to_first_process,A0001_F118P,Source,,
14766,156,part_created,A0001_F118S,Source,,
14767,156,part_transferred_to_first_process,A0001_F118S,Source,,
14768,156,work_finish,A0001_B19PL,2야드 중조공장,2야드 중조공장_21,
14769,156,part_transferred_to_out_buffer,A0001_B19PL,2야드 중조공장,2야드 중조공장_21,
14770,156,work_finish,A0001_B14P0,발판지원부,발판지원부_1,
14771,156,part_transferred_to_out_buffer,A0001_B14P0,발판지원부,발판지원부_1,
14772,156,work_finish,A0001_B20PL,2야드 중조공장,2야드 중조공장_22,
14773,156,part_transferred_to_out_buffer,A0001_B20PL,2야드 중조공장,2야드 중조공장_22,
14774,156,work_finish,A0001_B14S0,발판지원부,발판지원부_2,
14775,156,part_transferred_to_out_buffer,A0001_B14S0,발판지원부,발판지원부_2,
14776,156,work_finish,A0001_B21UL,2야드 중조공장,2야드 중조공장_23,
14777,156,part_transferred_to_out_buffer,A0001_B21UL,2야드 중조공장,2야드 중조공장_23,
14778,156,work_finish,A0001_B18PL,외부,외부_1134,
14779,156,part_transferred_to_out_buffer,A0001_B18PL,외부,외부_1134,
14780,156,work_start,A0001_B60UL,2야드 중조공장,2야드 중조공장_25,
14781,156,work_start,A0001_E31S1,1도크쉘터,1도크쉘터_0,
14782,156,assemble to A0001_E51P3,A0001_E51S0,Assemble,,
14783,156,part_transferred_to_Sink,A0001_E53UL,2야드 중조공장,,
14784,156,completed,A0001_E53UL,Sink,,
14785,156,part_transferred_to_Sink,A0001_325Z0,1도크쉘터,,
14786,156,completed,A0001_325Z0,Sink,,
14787,156,part_transferred_to_Sink,A0001_B61UL,외부,,
14788,156,completed,A0001_B61UL,Sink,,
14789,156,part_transferred_to_next_process,A0001_N723P,2야드 판넬공장,,
14790,156,part_transferred_to_next_process,A0001_B16TL,선각공장,,
14791,156,Process_entered,A0001_B17QL,2야드 중조공장,,
14792,156,routing_ended,A0001_B17QL,2야드 중조공장,,
14793,156,Process_entered,A0001_F110P,외부,,
14794,156,routing_ended,A0001_F110P,외부,,
14795,156,part_transferred_to_next_process,A0001_B14P0,발판지원부,,
14796,156,part_transferred_to_next_process,A0001_S11RL,2야드 대조립공장,,
14797,156,part_transferred_to_Sink,A0001_S11UL,2야드 중조공장,,
14798,156,completed,A0001_S11UL,Sink,,
14799,156,part_transferred_to_Sink,A0001_B60RL,외부,,
14800,156,completed,A0001_B60RL,Sink,,
14801,156,part_transferred_to_next_process,A0001_N723S,2야드 판넬공장,,
14802,156,Process_entered,A0001_B18TL,2야드 중조공장,,
14803,156,routing_ended,A0001_B18TL,2야드 중조공장,,
14804,156,Process_entered,A0001_F110S,외부,,
14805,156,routing_ended,A0001_F110S,외부,,
14806,156,part_transferred_to_next_process,A0001_B14S0,발판지원부,,
14807,156,part_transferred_to_next_process,A0001_B16PL,2야드 중조공장,,
14808,156,part_transferred_to_Sink,A0001_F23RL,외부,,
14809,156,completed,A0001_F23RL,Sink,,
14810,156,Process_entered,A0001_N723P,2야드 판넬공장,,
14811,156,routing_ended,A0001_N723P,2야드 판넬공장,,
14812,156,Process_entered,A0001_B16TL,선각공장,,
14813,156,routing_ended,A0001_B16TL,선각공장,,
14814,156,work_start,A0001_B17QL,2야드 중조공장,2야드 중조공장_28,
14815,156,Process_entered,A0001_B20GL,2야드 중조공장,,
14816,156,routing_ended,A0001_B20GL,2야드 중조공장,,
14817,156,work_start,A0001_F110P,외부,외부_1141,
14818,156,Process_entered,A0001_F116P,외부,,
14819,156,routing_ended,A0001_F116P,외부,,
14820,156,Process_entered,A0001_S11RL,2야드 대조립공장,,
14821,156,routing_ended,A0001_S11RL,2야드 대조립공장,,
14822,156,part_transferred_to_next_process,A0001_B18GL,2야드 중조공장,,
14823,156,part_transferred_to_Sink,A0001_F112P,외부,,
14824,156,assemble to A0001_F11P0,A0001_F112P,Assemble,,
14825,156,Process_entered,A0001_N723S,2야드 판넬공장,,
14826,156,routing_ended,A0001_N723S,2야드 판넬공장,,
14827,156,Process_entered,A0001_B14P0,선각공장,,
14828,156,routing_ended,A0001_B14P0,선각공장,,
14829,156,work_start,A0001_B18TL,2야드 중조공장,2야드 중조공장_29,
14830,156,Process_entered,A0001_B20UL,2야드 중조공장,,
14831,156,routing_ended,A0001_B20UL,2야드 중조공장,,
14832,156,work_start,A0001_F110S,외부,외부_1142,
14833,156,Process_entered,A0001_F116S,외부,,
14834,156,routing_ended,A0001_F116S,외부,,
14835,156,part_transferred_to_next_process,A0001_B19PL,2야드 중조공장,,
14836,156,part_transferred_to_Sink,A0001_F112S,외부,,
14837,156,assemble to A0001_F11S0,A0001_F112S,Assemble,,
14838,156,work_start,A0001_N723P,2야드 판넬공장,2야드 판넬공장_13,
14839,156,work_start,A0001_B16TL,선각공장,선각공장_3,
14840,156,Process_entered,A0001_B14S0,선각공장,,
14841,156,routing_ended,A0001_B14S0,선각공장,,
14842,156,work_start,A0001_B20GL,2야드 중조공장,2야드 중조공장_0,
14843,156,Process_entered,A0001_B18GL,2야드 중조공장,,
14844,156,routing_ended,A0001_B18GL,2야드 중조공장,,
14845,156,work_start,A0001_F116P,외부,외부_1143,
14846,156,Process_entered,A0001_F118P,외부,,
14847,156,routing_ended,A0001_F118P,외부,,
14848,156,work_start,A0001_S11RL,2야드 대조립공장,2야드 대조립공장_12,
14849,156,part_transferred_to_next_process,A0001_B20PL,2야드 중조공장,,
14850,156,part_transferred_to_Sink,A0001_F22SL,외부,,
14851,156,completed,A0001_F22SL,Sink,,
14852,156,work_start,A0001_N723S,2야드 판넬공장,2야드 판넬공장_14,
14853,156,work_start,A0001_B14P0,선각공장,선각공장_4,
14854,156,work_start,A0001_B20UL,2야드 중조공장,2야드 중조공장_1,
14855,156,work_start,A0001_F116S,외부,외부_1144,
14856,156,Process_entered,A0001_F118S,외부,,
14857,156,routing_ended,A0001_F118S,외부,,
14858,156,part_transferred_to_next_process,A0001_B21UL,2야드 중조공장,,
14859,156,part_transferred_to_next_process,A0001_F23VL,외부,,
14860,156,work_start,A0001_B14S0,선각공장,선각공장_5,
14861,156,work_start,A0001_B18GL,2야드 중조공장,2야드 중조공장_2,
14862,156,work_start,A0001_F118P,외부,외부_1145,
14863,156,Process_entered,A0001_B16PL,외부,,
14864,156,routing_ended,A0001_B16PL,외부,,
14865,156,part_transferred_to_next_process,A0001_B18PL,외부,,
14866,156,work_start,A0001_F118S,외부,외부_1146,
14867,156,Process_entered,A0001_B19PL,외부,,
14868,156,routing_ended,A0001_B19PL,외부,,
14869,156,Process_entered,A0001_B21UL,2야드 중조공장,,
14870,156,routing_ended,A0001_B21UL,2야드 중조공장,,
14871,156,work_start,A0001_B16PL,외부,외부_1147,
14872,156,Process_entered,A0001_B20PL,외부,,
14873,156,routing_ended,A0001_B20PL,외부,,
14874,156,Process_entered,A0001_B18PL,2야드 중조공장,,
14875,156,routing_ended,A0001_B18PL,2야드 중조공장,,
14876,156,work_start,A0001_B19PL,외부,외부_1148,
14877,156,Process_entered,A0001_F23VL,외부,,
14878,156,routing_ended,A0001_F23VL,외부,,
14879,156,work_start,A0001_B21UL,2야드 중조공장,2야드 중조공장_3,
14880,156,work_start,A0001_B20PL,외부,외부_1149,
14881,156,work_start,A0001_B18PL,2야드 중조공장,2야드 중조공장_4,
14882,156,work_start,A0001_F23VL,외부,외부_1150,
14883,157,work_finish,A0001_B530P,포항공장부,포항공장부_23,
14884,157,part_transferred_to_out_buffer,A0001_B530P,포항공장부,포항공장부_23,
14885,157,work_finish,A0001_B530S,포항공장부,포항공장부_24,
14886,157,part_transferred_to_out_buffer,A0001_B530S,포항공장부,포항공장부_24,
14887,157,work_finish,A0001_B536P,포항공장부,포항공장부_25,
14888,157,part_transferred_to_out_buffer,A0001_B536P,포항공장부,포항공장부_25,
14889,157,work_finish,A0001_B536S,포항공장부,포항공장부_26,
14890,157,part_transferred_to_out_buffer,A0001_B536S,포항공장부,포항공장부_26,
14891,157,work_finish,A0001_S13ZL,외부,외부_1046,
14892,157,part_transferred_to_out_buffer,A0001_S13ZL,외부,외부_1046,
14893,157,work_finish,A0001_N72LL,외부,외부_1065,
14894,157,part_transferred_to_out_buffer,A0001_N72LL,외부,외부_1065,
14895,157,work_finish,A0001_B60SL,외부,외부_1069,
14896,157,part_transferred_to_out_buffer,A0001_B60SL,외부,외부_1069,
14897,157,work_finish,A0001_B16GL,선각공장,선각공장_25,
14898,157,part_transferred_to_out_buffer,A0001_B16GL,선각공장,선각공장_25,
14899,157,work_finish,A0001_B60EL,외부,외부_1094,
14900,157,part_transferred_to_out_buffer,A0001_B60EL,외부,외부_1094,
14901,157,work_finish,A0001_B20ZL,외부,외부_1110,
14902,157,part_transferred_to_out_buffer,A0001_B20ZL,외부,외부_1110,
14903,157,work_finish,A0001_S13UL,외부,외부_1111,
14904,157,part_transferred_to_out_buffer,A0001_S13UL,외부,외부_1111,
14905,157,work_finish,A0001_T31UL,외부,외부_1113,
14906,157,part_transferred_to_out_buffer,A0001_T31UL,외부,외부_1113,
14907,157,work_finish,A0001_F81AL,외부,외부_1123,
14908,157,part_transferred_to_out_buffer,A0001_F81AL,외부,외부_1123,
14909,157,work_finish,A0001_F23CL,외부,외부_1124,
14910,157,part_transferred_to_out_buffer,A0001_F23CL,외부,외부_1124,
14911,157,work_finish,A0001_F23ML,외부,외부_1126,
14912,157,part_transferred_to_out_buffer,A0001_F23ML,외부,외부_1126,
14913,157,work_finish,A0001_F23SL,외부,외부_1128,
14914,157,part_transferred_to_out_buffer,A0001_F23SL,외부,외부_1128,
14915,157,work_finish,A0001_F23UL,외부,외부_1130,
14916,157,part_transferred_to_out_buffer,A0001_F23UL,외부,외부_1130,
14917,157,work_finish,A0001_B11P1,판넬조립5부쉘터,판넬조립5부쉘터_0,
14918,157,part_transferred_to_out_buffer,A0001_B11P1,판넬조립5부쉘터,판넬조립5부쉘터_0,
14919,157,work_finish,A0001_B17TL,선각공장,선각공장_0,
14920,157,part_transferred_to_out_buffer,A0001_B17TL,선각공장,선각공장_0,
14921,157,work_finish,A0001_B16QL,외부,외부_1133,
14922,157,part_transferred_to_out_buffer,A0001_B16QL,외부,외부_1133,
14923,157,work_finish,A0001_B16BL,선각공장,선각공장_2,
14924,157,part_transferred_to_out_buffer,A0001_B16BL,선각공장,선각공장_2,
14925,157,work_finish,A0001_T31LL,2야드 중조공장,2야드 중조공장_24,
14926,157,part_transferred_to_out_buffer,A0001_T31LL,2야드 중조공장,2야드 중조공장_24,
14927,157,work_finish,A0001_S13ML,2야드 중조공장,2야드 중조공장_26,
14928,157,part_transferred_to_out_buffer,A0001_S13ML,2야드 중조공장,2야드 중조공장_26,
14929,157,work_finish,A0001_T31ML,2야드 중조공장,2야드 중조공장_27,
14930,157,part_transferred_to_out_buffer,A0001_T31ML,2야드 중조공장,2야드 중조공장_27,
14931,157,work_finish,A0001_B21SL,외부,외부_1139,
14932,157,part_transferred_to_out_buffer,A0001_B21SL,외부,외부_1139,
14933,157,work_finish,A0001_S13SL,외부,외부_1140,
14934,157,part_transferred_to_out_buffer,A0001_S13SL,외부,외부_1140,
14935,157,work_finish,A0001_B17QL,2야드 중조공장,2야드 중조공장_28,
14936,157,part_transferred_to_out_buffer,A0001_B17QL,2야드 중조공장,2야드 중조공장_28,
14937,157,work_finish,A0001_B18TL,2야드 중조공장,2야드 중조공장_29,
14938,157,part_transferred_to_out_buffer,A0001_B18TL,2야드 중조공장,2야드 중조공장_29,
14939,157,work_finish,A0001_B20GL,2야드 중조공장,2야드 중조공장_0,
14940,157,part_transferred_to_out_buffer,A0001_B20GL,2야드 중조공장,2야드 중조공장_0,
14941,157,work_finish,A0001_B20UL,2야드 중조공장,2야드 중조공장_1,
14942,157,part_transferred_to_out_buffer,A0001_B20UL,2야드 중조공장,2야드 중조공장_1,
14943,157,work_finish,A0001_B19PL,외부,외부_1148,
14944,157,part_transferred_to_out_buffer,A0001_B19PL,외부,외부_1148,
14945,157,work_finish,A0001_B20PL,외부,외부_1149,
14946,157,part_transferred_to_out_buffer,A0001_B20PL,외부,외부_1149,
14947,157,assemble to A0001_B53P0,A0001_B530P,Assemble,,
14948,157,part_transferred_to_next_process,A0001_S13ZL,외부,,
14949,157,part_transferred_to_Sink,A0001_B16GL,선각공장,,
14950,157,completed,A0001_B16GL,Sink,,
14951,157,part_transferred_to_next_process,A0001_B11P1,판넬조립5부쉘터,,
14952,157,part_transferred_to_next_process,A0001_T31LL,2야드 중조공장,,
14953,157,assemble to A0001_B53S0,A0001_B530S,Assemble,,
14954,157,part_transferred_to_next_process,A0001_N72LL,외부,,
14955,157,part_transferred_to_next_process,A0001_B17TL,선각공장,,
14956,157,part_transferred_to_next_process,A0001_S13ML,2야드 중조공장,,
14957,157,assemble to A0001_B53P0,A0001_B536P,Assemble,,
14958,157,ready to create,A0001_B53P0,Assemble,,
14959,157,Process_entered,A0001_S13ZL,외부,,
14960,157,routing_ended,A0001_S13ZL,외부,,
14961,157,part_transferred_to_Sink,A0001_B60SL,외부,,
14962,157,completed,A0001_B60SL,Sink,,
14963,157,part_transferred_to_next_process,A0001_B16BL,선각공장,,
14964,157,Process_entered,A0001_B11P1,총조립SHOP쉘터,,
14965,157,routing_ended,A0001_B11P1,총조립SHOP쉘터,,
14966,157,part_transferred_to_next_process,A0001_T31ML,2야드 중조공장,,
14967,157,assemble to A0001_B53S0,A0001_B536S,Assemble,,
14968,157,ready to create,A0001_B53S0,Assemble,,
14969,157,Process_entered,A0001_T31LL,외부,,
14970,157,routing_ended,A0001_T31LL,외부,,
14971,157,Process_entered,A0001_N72LL,2야드 중조공장,,
14972,157,routing_ended,A0001_N72LL,2야드 중조공장,,
14973,157,part_transferred_to_Sink,A0001_B60EL,외부,,
14974,157,completed,A0001_B60EL,Sink,,
14975,157,Process_entered,A0001_B17TL,선각공장,,
14976,157,routing_ended,A0001_B17TL,선각공장,,
14977,157,part_transferred_to_next_process,A0001_B17QL,2야드 중조공장,,
14978,157,work_start,A0001_S13ZL,외부,외부_1151,
14979,157,Process_entered,A0001_S13ML,2야드 중조공장,,
14980,157,routing_ended,A0001_S13ML,2야드 중조공장,,
14981,157,part_transferred_to_next_process,A0001_B20ZL,외부,,
14982,157,Process_entered,A0001_B16BL,선각공장,,
14983,157,routing_ended,A0001_B16BL,선각공장,,
14984,157,part_transferred_to_next_process,A0001_B18TL,2야드 중조공장,,
14985,157,work_start,A0001_T31LL,외부,외부_1152,
14986,157,work_start,A0001_N72LL,2야드 중조공장,2야드 중조공장_5,
14987,157,Process_entered,A0001_T31ML,2야드 중조공장,,
14988,157,routing_ended,A0001_T31ML,2야드 중조공장,,
14989,157,part_transferred_to_next_process,A0001_S13UL,외부,,
14990,157,work_start,A0001_B17TL,선각공장,선각공장_6,
14991,157,Process_entered,A0001_B17QL,외부,,
14992,157,routing_ended,A0001_B17QL,외부,,
14993,157,part_transferred_to_next_process,A0001_B20GL,2야드 중조공장,,
14994,157,work_start,A0001_S13ML,2야드 중조공장,2야드 중조공장_6,
14995,157,Process_entered,A0001_B20ZL,2야드 중조공장,,
14996,157,routing_ended,A0001_B20ZL,2야드 중조공장,,
14997,157,part_transferred_to_next_process,A0001_T31UL,외부,,
14998,157,work_start,A0001_B16BL,선각공장,선각공장_7,
14999,157,part_transferred_to_next_process,A0001_B20UL,2야드 중조공장,,
15000,157,work_start,A0001_T31ML,2야드 중조공장,2야드 중조공장_7,
15001,157,Process_entered,A0001_B18TL,2야드 중조공장,,
15002,157,routing_ended,A0001_B18TL,2야드 중조공장,,
15003,157,part_transferred_to_next_process,A0001_F81AL,외부,,
15004,157,work_start,A0001_B17QL,외부,외부_1153,
15005,157,work_start,A0001_B20ZL,2야드 중조공장,2야드 중조공장_8,
15006,157,Process_entered,A0001_S13UL,2야드 중조공장,,
15007,157,routing_ended,A0001_S13UL,2야드 중조공장,,
15008,157,part_transferred_to_next_process,A0001_F23CL,외부,,
15009,157,work_start,A0001_B18TL,2야드 중조공장,2야드 중조공장_9,
15010,157,Process_entered,A0001_B20GL,2야드 중조공장,,
15011,157,routing_ended,A0001_B20GL,2야드 중조공장,,
15012,157,Process_entered,A0001_F81AL,외부,,
15013,157,routing_ended,A0001_F81AL,외부,,
15014,157,part_transferred_to_next_process,A0001_F23ML,외부,,
15015,157,work_start,A0001_S13UL,2야드 중조공장,2야드 중조공장_10,
15016,157,Process_entered,A0001_T31UL,2야드 중조공장,,
15017,157,routing_ended,A0001_T31UL,2야드 중조공장,,
15018,157,Process_entered,A0001_F23CL,외부,,
15019,157,routing_ended,A0001_F23CL,외부,,
15020,157,part_transferred_to_next_process,A0001_F23SL,외부,,
15021,157,work_start,A0001_B20GL,2야드 중조공장,2야드 중조공장_11,
15022,157,Process_entered,A0001_B20UL,2야드 중조공장,,
15023,157,routing_ended,A0001_B20UL,2야드 중조공장,,
15024,157,work_start,A0001_F81AL,외부,외부_1154,
15025,157,Process_entered,A0001_F23ML,외부,,
15026,157,routing_ended,A0001_F23ML,외부,,
15027,157,part_transferred_to_next_process,A0001_F23UL,외부,,
15028,157,work_start,A0001_T31UL,2야드 중조공장,2야드 중조공장_12,
15029,157,work_start,A0001_F23CL,외부,외부_1155,
15030,157,Process_entered,A0001_F23SL,외부,,
15031,157,routing_ended,A0001_F23SL,외부,,
15032,157,part_transferred_to_next_process,A0001_B16QL,외부,,
15033,157,work_start,A0001_B20UL,2야드 중조공장,2야드 중조공장_13,
15034,157,work_start,A0001_F23ML,외부,외부_1156,
15035,157,Process_entered,A0001_F23UL,외부,,
15036,157,routing_ended,A0001_F23UL,외부,,
15037,157,part_transferred_to_next_process,A0001_B21SL,외부,,
15038,157,work_start,A0001_F23SL,외부,외부_1157,
15039,157,Process_entered,A0001_B16QL,2야드 중조공장,,
15040,157,routing_ended,A0001_B16QL,2야드 중조공장,,
15041,157,part_transferred_to_next_process,A0001_S13SL,외부,,
15042,157,work_start,A0001_F23UL,외부,외부_1158,
